CustomerID,Recency,Frequency,Monetary,Churn,R_Score,F_Score,M_Score,RFM_Score_Combined,avg_order_value,std_order_value,min_order_value,max_order_value,avg_items_per_order,total_items_purchased,unique_purchase_days,customer_lifetime_days,purchase_frequency_days,days_since_first_purchase,is_uk,value_per_frequency,consistency_ratio,purchase_acceleration
12402.0,202,11,225.60000000000002,1,1,1,1,3,20.50909090909091,7.2340105813379285,9.9,35.400000000000006,8.545454545454545,94,1,0,0.0,202,0,20.50909090909091,0.3363233998086103,0.054187192118226604
12405.0,28,54,1710.39,0,3,3,4,10,31.67388888888889,42.769103308331616,9.96,320.0,15.87037037037037,857,1,0,0.0,28,0,31.67388888888889,1.30896886666208,1.8620689655172413
12406.0,63,49,1621.25,0,3,3,4,10,33.08673469387755,23.805787232988386,6.959999999999999,145.0,16.183673469387756,793,1,0,0.0,63,0,33.08673469387755,0.6983886091402071,0.765625
12407.0,13,64,1407.36,0,4,3,4,11,21.99,16.70905922897697,2.88,90.0,19.328125,1237,4,130,32.5,143,0,21.99,0.7267968346662449,0.4444444444444444
12408.0,55,65,1491.77,0,3,3,4,10,22.950307692307693,14.96476308796254,2.88,75.0,11.292307692307693,734,3,84,28.0,139,0,22.950307692307693,0.6248255045495257,0.4642857142857143
12409.0,62,64,6207.08,0,3,3,4,10,96.985625,58.722641853631224,30.0,300.0,49.09375,3142,1,0,0.0,62,0,96.985625,0.59929853847063,1.0158730158730158
12410.0,188,26,693.3299999999999,1,1,2,3,6,26.666538461538458,28.210280245656218,10.08,160.0,8.115384615384615,211,2,0,0.0,188,0,26.666538461538458,1.019653408570561,0.13756613756613756
12412.0,17,45,890.74,0,4,3,3,10,19.794222222222224,12.52552765879798,5.04,50.400000000000006,13.311111111111112,599,2,31,15.5,48,0,19.794222222222224,0.6023561509029314,0.9183673469387755
12413.0,115,28,563.9,0,2,2,3,7,20.139285714285712,11.002645785706013,7.800000000000001,54.0,7.321428571428571,205,2,100,50.0,216,0,20.139285714285712,0.5204833282645184,0.12903225806451613
12414.0,96,18,562.41,0,2,2,3,7,31.244999999999997,18.57288607241275,7.56,79.2,16.666666666666668,300,3,93,31.0,189,0,31.244999999999997,0.5759927453066445,0.09473684210526316
12415.0,23,494,77265.72,0,4,4,4,12,156.40834008097167,152.78529321235573,0.42,1074.0,104.59311740890688,51669,11,193,17.545454545454547,217,0,156.40834008097167,0.9706302292099782,2.2660550458715596
12417.0,6,113,2253.83,0,4,4,4,12,19.945398230088497,12.388404935621269,4.5600000000000005,84.0,7.831858407079646,885,6,230,38.333333333333336,237,0,19.945398230088497,0.591461895330549,0.47478991596638653
12421.0,52,25,396.8,0,3,2,2,7,15.872,10.32963616655172,5.04,56.0,9.96,249,2,145,72.5,198,0,15.872,0.612235429501643,0.12562814070351758
12422.0,47,31,655.86,0,3,2,3,8,21.156774193548387,19.640646355130777,8.5,120.0,9.290322580645162,288,2,156,78.0,204,0,21.156774193548387,0.8864397941488136,0.15121951219512195
12423.0,71,96,1451.69,0,2,4,4,10,15.121770833333334,7.096185631404444,5.04,45.0,10.28125,987,6,161,26.833333333333332,233,0,15.121770833333334,0.4401616736005443,0.41025641025641024
12424.0,42,30,1760.96,0,3,2,4,9,58.69866666666667,62.474226064024606,9.9,306.0,24.666666666666668,740,1,0,0.0,42,0,58.69866666666667,1.046492820565919,0.6976744186046512
12426.0,74,30,582.73,0,2,2,3,7,19.424333333333333,11.490219434096034,2.5,72.0,8.6,258,1,0,0.0,74,0,19.424333333333333,0.5625750053414734,0.4
12427.0,251,10,303.5,1,1,1,2,4,30.35,21.578191150634787,12.6,68.0,7.9,79,1,0,0.0,251,0,30.35,0.6882995582339645,0.03968253968253968
12428.0,37,255,6942.9800000000005,0,3,4,4,11,27.22737254901961,45.906154097399664,2.34,551.2,11.768627450980393,3001,7,126,18.0,163,0,27.22737254901961,1.626299224898779,1.5548780487804879
12429.0,52,70,2844.88,0,3,3,4,10,40.64114285714286,38.08647002118926,7.44,183.6,14.928571428571429,1045,3,193,64.33333333333333,245,0,40.64114285714286,0.9146355601202272,0.2845528455284553
12431.0,16,174,4198.31,0,4,4,4,12,24.1282183908046,23.747073509713342,5.04,208.8,9.908045977011493,1724,10,237,23.7,253,0,24.1282183908046,0.9450361000684125,0.6850393700787402
12432.0,49,76,4016.66,0,3,4,4,11,52.85078947368421,82.40846169762193,4.68,700.0,18.776315789473685,1427,3,1,0.3333333333333333,51,0,52.85078947368421,1.5303111152695965,1.4615384615384615
12433.0,245,147,3787.12,1,1,4,4,9,25.762721088435374,18.7689082216477,5.04,101.76,24.367346938775512,3582,2,7,3.5,252,0,25.762721088435374,0.7013079185643071,0.5810276679841897
12434.0,139,16,286.25,1,1,2,2,5,17.890625,8.774417715723363,10.2,47.6,4.8125,77,1,0,0.0,139,0,17.890625,0.4644853050506991,0.11428571428571428
12435.0,147,19,3978.9900000000002,1,1,2,4,7,209.4205263157895,143.1383736293771,39.0,428.4,46.26315789473684,879,1,0,0.0,147,0,209.4205263157895,0.6802490999122471,0.12837837837837837
12437.0,57,88,2476.73,0,3,4,4,11,28.14465909090909,22.856132804544966,5.04,131.39999999999998,18.670454545454547,1643,9,153,17.0,210,0,28.14465909090909,0.7842305766298819,0.41706161137440756
12438.0,19,49,890.0699999999999,0,4,3,3,10,18.16469387755102,15.826934071128138,2.88,120.0,11.959183673469388,586,1,0,0.0,19,0,18.16469387755102,0.8258380839397262,2.45
12441.0,246,11,173.55,1,1,1,1,3,15.77727272727273,4.004083143265363,10.5,23.25,11.0,121,1,0,0.0,246,0,15.77727272727273,0.23866114644225944,0.044534412955465584
12444.0,1,105,2627.27,0,4,4,4,12,25.021619047619048,28.2083663981713,9.9,280.0,6.190476190476191,650,2,49,24.5,50,0,25.021619047619048,1.08403579141446,2.0588235294117645
12447.0,122,26,476.49,1,2,2,2,6,18.326538461538462,7.176101973805942,6.8,45.0,7.3076923076923075,190,1,0,0.0,122,0,18.326538461538462,0.3713081878623544,0.21138211382113822
12449.0,9,87,1636.88,0,4,4,4,12,18.814712643678163,12.574919930308722,4.32,90.0,7.551724137931035,657,2,57,28.5,66,0,18.814712643678163,0.6346253996431647,1.2985074626865671
12450.0,35,8,197.88,0,3,1,1,5,24.735,18.193495698031363,9.96,66.0,16.0,128,2,17,8.5,52,0,24.735,0.7069553408988289,0.1509433962264151
12451.0,97,195,5307.82,0,2,4,4,10,27.219589743589744,24.50846668002876,4.32,244.8,21.05128205128205,4105,2,106,53.0,204,0,27.219589743589744,0.8684912467799434,0.9512195121951219
12453.0,13,43,707.09,0,4,3,3,10,16.443953488372095,5.037722056802527,9.9,30.0,11.0,473,1,0,0.0,13,0,16.443953488372095,0.2887947425542383,3.0714285714285716
12455.0,7,71,2176.36,0,4,3,4,11,30.652957746478876,25.332756625950076,6.8,158.4,24.87323943661972,1766,5,169,33.8,176,0,30.652957746478876,0.800328260911672,0.4011299435028249
12456.0,10,86,2265.4,0,4,4,4,12,26.34186046511628,37.75440759657786,4.68,280.0,12.476744186046512,1073,2,123,61.5,134,0,26.34186046511628,1.3808280400211348,0.6370370370370371
12457.0,113,25,1067.25,0,2,2,3,7,42.69,47.02920856588311,11.7,179.0,15.88,397,3,5,1.6666666666666667,118,0,42.69,1.07642958493667,0.21008403361344538
12458.0,164,19,441.92,1,1,2,2,5,23.258947368421055,18.34920582439373,9.9,80.0,14.210526315789474,270,1,0,0.0,164,0,23.258947368421055,0.756389201300618,0.11515151515151516
12461.0,34,34,626.88,0,3,3,3,9,18.43764705882353,11.85499001413726,4.5600000000000005,47.7,8.294117647058824,282,1,0,0.0,34,0,18.43764705882353,0.609898408910342,0.9714285714285714
12462.0,182,40,762.11,1,1,3,3,7,19.05275,24.35605542433613,9.9,168.0,7.175,287,1,0,0.0,182,0,19.05275,1.214599265653645,0.2185792349726776
12463.0,54,61,985.79,0,3,3,3,9,16.16049180327869,7.4449498378049315,5.04,36.0,9.459016393442623,577,3,66,22.0,121,0,16.16049180327869,0.43384245178698766,0.5
12464.0,29,17,590.4499999999999,0,3,2,3,8,34.732352941176465,24.510278081197832,15.0,104.65,3.9411764705882355,67,5,159,31.8,188,0,34.732352941176465,0.6859407809373005,0.08994708994708994
12465.0,48,26,440.94,0,3,2,2,7,16.959230769230768,6.927938754392636,5.04,40.8,11.307692307692308,294,1,0,0.0,48,0,16.959230769230768,0.38575921449053097,0.5306122448979592
12468.0,67,38,729.54,0,2,3,3,8,19.198421052631577,11.894366717135764,5.04,70.80000000000001,9.631578947368421,366,2,128,64.0,195,0,19.198421052631577,0.5888760654182962,0.19387755102040816
12471.0,35,213,9340.18,0,3,4,4,11,43.850610328638496,68.01017740225441,5.04,525.5999999999999,16.356807511737088,3484,16,209,13.0625,244,0,43.850610328638496,1.5163712802103793,0.8693877551020408
12472.0,18,249,4927.6,0,4,4,4,12,19.78955823293173,15.179057311059937,2.88,126.0,12.401606425702811,3088,5,230,46.0,248,0,19.78955823293173,0.7301289012969756,1.0
12473.0,71,34,661.6899999999999,0,2,3,3,8,19.461470588235294,13.257538080415012,10.08,72.0,15.647058823529411,532,1,0,0.0,71,0,19.461470588235294,0.647926942652777,0.4722222222222222
12474.0,17,221,3896.38,0,4,4,4,12,17.630678733031676,10.334677766492165,4.68,72.0,11.239819004524886,2484,12,191,15.916666666666666,209,0,17.630678733031676,0.5547128966465976,1.0523809523809524
12476.0,20,117,3191.67,0,4,4,4,12,27.27923076923077,27.574699334148686,3.95,198.0,9.675213675213675,1132,6,220,36.666666666666664,240,0,27.27923076923077,0.9750866124743163,0.4854771784232365
12477.0,118,109,4576.97,0,2,4,4,10,41.990550458715596,55.30076929735584,6.6000000000000005,390.0,12.541284403669724,1367,2,62,31.0,181,0,41.990550458715596,1.28634708574997,0.5989010989010989
12480.0,22,114,2144.95,0,4,4,4,12,18.81535087719298,13.717671645090553,5.04,126.0,9.614035087719298,1096,3,192,64.0,215,0,18.81535087719298,0.6922749806504452,0.5277777777777778
12481.0,59,156,4085.2599999999998,0,3,4,4,11,26.1875641025641,20.442573519315975,4.5600000000000005,122.4,15.070512820512821,2351,8,186,23.25,245,0,26.1875641025641,0.7519089772881862,0.6341463414634146
12483.0,63,39,1314.6100000000001,0,3,3,4,10,33.707948717948724,32.624092984325735,8.5,200.0,16.128205128205128,629,5,155,31.0,218,0,33.707948717948724,0.939960273925801,0.1780821917808219
12484.0,56,159,2276.66,0,3,4,4,11,14.318616352201257,18.795008746196533,2.28,196.0,6.628930817610063,1054,2,159,79.5,215,0,14.318616352201257,1.2269390599037833,0.7361111111111112
12489.0,215,15,334.93,1,1,2,2,5,22.328666666666667,8.673208227200645,9.9,36.0,7.0,105,1,0,0.0,215,0,22.328666666666667,0.37178328067902056,0.06944444444444445
12490.0,18,104,2092.71,0,4,4,4,12,20.12221153846154,11.99039194293115,4.5600000000000005,90.0,11.14423076923077,1159,4,191,47.75,209,0,20.12221153846154,0.5676674490783216,0.49523809523809526
12493.0,45,22,433.74,0,3,2,2,7,19.715454545454545,5.7762227955256185,12.7,36.0,9.409090909090908,207,2,31,15.5,76,0,19.715454545454545,0.27883640124097864,0.2857142857142857
12494.0,41,51,868.86,0,3,3,3,9,17.036470588235293,7.233989998204148,4.949999999999999,37.5,7.137254901960785,364,5,204,40.8,245,0,17.036470588235293,0.4010756962020433,0.2073170731707317
12500.0,48,27,1395.84,0,3,2,4,9,51.69777777777777,68.05754976111893,4.5600000000000005,305.28000000000003,36.333333333333336,981,5,165,33.0,213,0,51.69777777777777,1.291469064371406,0.1261682242990654
12501.0,216,149,2169.39,1,1,4,4,9,14.559664429530201,11.642558487285982,4.5600000000000005,144.0,11.966442953020135,1783,1,0,0.0,216,0,14.559664429530201,0.7482525436210522,0.6866359447004609
12502.0,7,108,2631.52,0,4,4,4,12,24.365925925925925,26.279715714085516,4.2,168.0,5.425925925925926,586,4,181,45.25,189,0,24.365925925925925,1.0360243024767972,0.5684210526315789
12506.0,112,23,73.5,0,2,2,1,5,3.1956521739130435,2.086586656124731,0.85,7.95,1.0,23,1,0,0.0,112,0,3.1956521739130435,0.49732117192610176,0.20353982300884957
12507.0,13,21,1304.81,0,4,2,4,10,62.13380952380952,54.5300895356124,15.0,208.8,42.57142857142857,894,3,164,54.666666666666664,178,0,62.13380952380952,0.8637224641900879,0.11731843575418995
12509.0,163,7,176.5,1,1,1,1,3,25.214285714285715,18.9161684431977,8.5,49.5,7.857142857142857,55,1,0,0.0,163,0,25.214285714285715,0.7215977062800213,0.042682926829268296
12510.0,22,33,982.5699999999999,0,4,3,3,10,29.774848484848484,32.12482880510923,8.5,162.72,10.696969696969697,353,2,182,91.0,204,0,29.774848484848484,1.0438663514761215,0.16097560975609757
12514.0,146,51,1017.6800000000001,1,1,3,3,7,19.95450980392157,10.635650297696987,8.5,59.7,8.627450980392156,440,1,0,0.0,146,0,19.95450980392157,0.5075590122230661,0.3469387755102041
12515.0,232,16,383.7,1,1,2,2,5,23.98125,22.111873695671594,9.0,105.0,8.1875,131,1,0,0.0,232,0,23.98125,0.8851388019283101,0.06866952789699571
12516.0,60,13,583.2,0,3,1,3,7,44.861538461538466,26.49618017946293,15.0,104.0,26.53846153846154,345,1,0,0.0,60,0,44.861538461538466,0.577742942524351,0.21311475409836064
12517.0,5,182,1521.45,0,4,4,4,12,8.359615384615385,8.211525814661053,0.85,90.0,4.582417582417582,834,2,63,31.5,69,0,8.359615384615385,0.8773358174694366,2.6
12520.0,21,121,2045.85,0,4,4,4,12,16.90785123966942,11.143072003612197,2.34,90.0,9.082644628099173,1099,4,131,32.75,153,0,16.90785123966942,0.6222450619272566,0.7857142857142857
12521.0,22,38,599.68,0,4,3,3,10,15.781052631578946,8.921051867890215,5.04,54.0,8.131578947368421,309,1,0,0.0,22,0,15.781052631578946,0.5316145574266532,1.6521739130434783
12523.0,14,45,704.9399999999999,0,4,3,3,10,15.665333333333333,3.7261225276296392,10.0,25.5,9.311111111111112,419,5,196,39.2,211,0,15.665333333333333,0.22358523847685652,0.21226415094339623
12524.0,41,116,3122.48,0,3,4,4,11,26.91793103448276,25.456612928060864,4.5600000000000005,144.0,19.74137931034483,2290,6,171,28.5,213,0,26.91793103448276,0.911837374217244,0.5420560747663551
12527.0,174,15,284.92,1,1,2,2,5,18.994666666666667,14.438212130447786,5.04,50.400000000000006,14.733333333333333,221,2,30,15.0,205,0,18.994666666666667,0.7221031673670205,0.07281553398058252
12528.0,29,56,1053.37,0,3,3,3,9,18.81017857142857,10.451589786173274,6.72,54.75,8.071428571428571,452,3,163,54.333333333333336,192,0,18.81017857142857,0.5275868538230738,0.29015544041450775
12530.0,3,46,1221.65,0,4,3,3,10,26.557608695652174,21.880400888545857,5.04,139.8,13.043478260869565,600,3,213,71.0,216,0,26.557608695652174,0.7939876471211371,0.2119815668202765
12534.0,10,63,1089.18,0,4,3,3,10,17.28857142857143,13.107948691309758,6.8,108.0,10.333333333333334,651,1,0,0.0,10,0,17.28857142857143,0.716728955156759,5.7272727272727275
12535.0,66,18,371.45,0,2,2,2,6,20.63611111111111,9.99368632386815,10.2,44.55,6.388888888888889,115,1,0,0.0,66,0,20.63611111111111,0.461898456360577,0.26865671641791045
12539.0,141,230,4517.69,1,1,4,4,9,19.642130434782608,18.37284245790271,7.800000000000001,178.5,7.047826086956522,1621,3,71,23.666666666666668,213,0,19.642130434782608,0.8900652244181114,1.074766355140187
12540.0,17,280,8277.53,0,4,4,4,12,29.562607142857146,34.55297088704669,5.04,224.0,13.832142857142857,3873,9,224,24.88888888888889,241,0,29.562607142857146,1.1305635911732792,1.1570247933884297
12541.0,52,28,536.14,0,3,2,2,7,19.14785714285714,7.313443915472512,10.0,30.6,14.964285714285714,419,2,107,53.5,160,0,19.14785714285714,0.36298867237428717,0.17391304347826086
12545.0,139,34,628.15,1,1,3,3,7,18.474999999999998,12.446012200579336,10.2,84.0,10.176470588235293,346,1,0,0.0,139,0,18.474999999999998,0.6390763645997092,0.24285714285714285
12547.0,77,8,207.8,0,2,1,1,4,25.975,4.709185552877332,20.4,30.6,16.75,134,2,82,41.0,160,0,25.975,0.17457592411037376,0.049689440993788817
12548.0,45,5,95.19999999999999,0,3,1,1,5,19.04,5.1154667431232514,15.0,28.0,9.8,49,1,0,0.0,45,0,19.04,0.2552628115330964,0.10869565217391304
12551.0,237,10,168.0,1,1,1,1,3,16.8,3.1989581637360205,12.5,19.5,10.0,100,1,0,0.0,237,0,16.8,0.17971675077168653,0.04201680672268908
12553.0,34,113,2019.3700000000001,0,3,4,4,11,17.870530973451327,11.664443670579463,5.04,108.0,9.867256637168142,1115,6,175,29.166666666666668,209,0,17.870530973451327,0.6181301250606036,0.5380952380952381
12556.0,30,65,308.75,0,3,3,2,8,4.75,3.6248047361202786,0.29,15.9,2.5076923076923077,163,1,0,0.0,30,0,4.75,0.6304008236730919,2.096774193548387
12557.0,37,29,9000.960000000001,0,3,2,4,9,310.3779310344828,413.5394180674516,27.2,1350.0,119.44827586206897,3464,4,213,53.25,251,0,310.3779310344828,1.3280948225635656,0.11507936507936507
12559.0,190,21,561.71,1,1,2,3,6,26.74809523809524,24.540081014342153,6.959999999999999,106.2,13.476190476190476,283,2,8,4.0,199,0,26.74809523809524,0.8843879482095471,0.105
12560.0,22,76,1292.31,0,4,4,4,12,17.00407894736842,10.659314071444006,4.68,85.0,10.68421052631579,812,1,0,0.0,22,0,17.00407894736842,0.5920499517139717,3.3043478260869565
12561.0,182,16,238.85,1,1,2,1,4,14.928125,4.683017857108812,10.2,23.6,11.0625,177,1,0,0.0,182,0,14.928125,0.2940093612467765,0.08743169398907104
12562.0,6,78,1605.23,0,4,4,4,12,20.579871794871796,12.600311529192467,5.04,60.0,9.948717948717949,776,3,71,23.666666666666668,78,0,20.579871794871796,0.5838918622392736,0.9873417721518988
12564.0,140,21,456.9,1,1,2,2,5,21.757142857142856,8.372563611497464,15.9,54.0,6.333333333333333,133,1,0,0.0,140,0,21.757142857142856,0.36790926101997645,0.14893617021276595
12565.0,168,9,145.92,1,1,1,1,3,16.21333333333333,4.985759721446672,5.04,19.799999999999997,8.88888888888889,80,1,0,0.0,168,0,16.21333333333333,0.28964522006855187,0.05325443786982249
12567.0,59,276,6107.1,0,3,4,4,11,22.127173913043478,19.657507822772747,4.5600000000000005,171.8,9.485507246376812,2618,7,189,27.0,249,0,22.127173913043478,0.8499744887414075,1.104
12569.0,2,70,1670.97,0,4,3,4,11,23.871,18.764553088435008,5.04,126.0,10.5,735,10,129,12.9,131,0,23.871,0.7544752156501552,0.5303030303030303
12571.0,1,14,248.35,0,4,1,1,6,17.739285714285714,7.666414731487257,7.800000000000001,30.0,14.071428571428571,197,1,0,0.0,1,0,17.739285714285714,0.4091092290483004,7.0
12573.0,106,28,160.54000000000002,0,2,2,1,5,5.733571428571429,7.948758213888326,0.42,35.400000000000006,3.0,84,1,0,0.0,106,0,5.733571428571429,1.1804669035158222,0.2616822429906542
12574.0,195,11,218.45000000000002,1,1,1,1,3,19.85909090909091,6.252552206172219,14.85,36.0,5.545454545454546,61,1,0,0.0,195,0,19.85909090909091,0.29975190354279546,0.05612244897959184
12576.0,29,46,660.85,0,3,3,3,9,14.366304347826087,4.307294257004636,6.6000000000000005,25.200000000000003,10.065217391304348,463,3,154,51.333333333333336,184,0,14.366304347826087,0.2803077538688735,0.24864864864864866
12577.0,238,67,195.89,1,1,3,1,5,2.923731343283582,3.096871752914982,0.29,15.0,2.0,134,1,0,0.0,238,0,2.923731343283582,0.7892670221206732,0.2803347280334728
12578.0,209,70,1608.66,1,1,3,4,8,22.980857142857143,22.75251104109056,5.04,196.0,10.685714285714285,748,1,0,0.0,209,0,22.980857142857143,0.9487780568288631,0.3333333333333333
12580.0,126,24,415.7,1,2,2,2,6,17.320833333333333,6.165258848310156,8.5,36.0,9.916666666666666,238,1,0,0.0,126,0,17.320833333333333,0.3365162891959148,0.1889763779527559
12582.0,118,22,511.36,0,2,2,2,6,23.243636363636366,22.969411242211955,10.0,120.0,13.636363636363637,300,2,49,24.5,168,0,23.243636363636366,0.9474408416991581,0.1301775147928994
12583.0,34,135,3989.11,0,3,4,4,11,29.548962962962964,20.76621338423338,6.8,102.0,24.385185185185186,3292,8,219,27.375,253,0,29.548962962962964,0.679768194076178,0.531496062992126
12584.0,6,34,782.59,0,4,3,3,10,23.017352941176473,14.846989554834163,9.95,84.0,4.0588235294117645,138,4,153,38.25,159,0,23.017352941176473,0.6181775981390435,0.2125
12585.0,113,87,2040.1,0,2,4,4,10,23.44942528735632,22.168976141315973,6.959999999999999,138.24,14.701149425287356,1279,2,117,58.5,230,0,23.44942528735632,0.9067279038571247,0.37662337662337664
12589.0,24,10,131.5,0,4,1,1,6,13.15,3.6852016377819963,6.64,18.0,8.3,83,1,0,0.0,24,0,13.15,0.2604382782884803,0.4
12590.0,90,68,9864.26,0,2,3,4,9,145.06264705882353,92.92868335397537,39.599999999999994,523.0,62.98529411764706,4283,2,0,0.0,90,0,145.06264705882353,0.6362248338314065,0.7472527472527473
12591.0,196,26,452.84999999999997,1,1,2,2,5,17.41730769230769,14.520936211606278,9.9,84.0,8.76923076923077,228,1,0,0.0,196,0,17.41730769230769,0.7884396815323447,0.1319796954314721
